Date,Close
2025-07-20,257.81
2025-07-21,260.0
2025-07-22,265.21
2025-07-23,263.82
2025-07-24,264.08
2025-07-27,260.59
2025-07-28,260.11
2025-07-29,265.35
2025-07-30,260.17
2025-07-31,255.87
2025-08-03,246.86
2025-08-04,257.26
2025-08-05,259.8
2025-08-06,258.1
2025-08-07,257.62
2025-08-12,253.21
2025-08-13,250.95
2025-08-14,251.77
2025-08-17,248.87
2025-08-18,250.67
2025-08-19,248.07
2025-08-20,249.75
2025-08-21,247.29
2025-08-24,245.99
2025-08-25,247.02
2025-08-26,246.64
2025-08-27,252.18
2025-08-28,250.5
2025-08-31,248.64
2025-09-01,250.73
