Date,Close
2025-07-20,222.98
2025-07-21,224.9
2025-07-22,232.95
2025-07-23,230.92
2025-07-24,229.79
2025-07-27,230.81
2025-07-28,230.37
2025-07-29,245.34
2025-07-30,241.83
2025-07-31,237.89
2025-08-03,230.8
2025-08-04,234.65
2025-08-05,231.5
2025-08-06,229.93
2025-08-07,231.4
2025-08-12,218.72
2025-08-13,217.88
2025-08-14,218.42
2025-08-17,214.08
2025-08-18,214.99
2025-08-19,215.76
2025-08-20,214.2
2025-08-21,212.86
2025-08-24,209.37
2025-08-25,210.71
2025-08-26,210.68
2025-08-27,213.77
2025-08-28,212.33
2025-08-31,209.7
2025-09-01,212.48
